GeneName	0h-1	0h-2	3h-1	3h-2	6h-1	6h-2
Rpt3	317	343	519	460	596	700
SrpRalpha	306	302	447	439	541	598
Klp10A	203	233	333	286	375	435
CG44385	6	5	4	2	15	11
CDK2AP1	48	53	84	78	79	89
ssp7	223	198	342	296	365	403
CG15199	137	144	235	209	273	307
CG15202	53	67	79	71	81	115
CG15201	111	114	169	171	202	226
Ran	467	439	688	665	752	917
Lint-1	76	67	100	69	110	132
rtv	24	17	31	31	29	31
Dlic	305	329	500	466	600	711
CG32668	0	1	3	1	3	4
antdh	16	19	25	34	34	44
CG1394	128	152	231	216	269	326
CG15200	44	44	73	59	91	97
CG11106	60	47	89	76	96	101
CG44422	25	22	28	20	32	38
CG15198	44	47	89	90	110	115
Ir10a	0	0	0	0	0	0
sisA	0	0	0	0	0	0
l(1)10Bb	38	27	60	45	69	88
Gapvd1	237	230	353	318	376	504
Kap3	74	77	135	111	135	167
CG34348	30	36	52	45	55	56
GCS1	148	184	218	226	306	321
CG11756	6	13	21	16	12	22
CG1738	10	12	20	15	16	13
CG11752	129	133	205	197	254	289
CG1737	124	119	190	179	227	276
dsh	98	92	165	134	180	191
Pa1	57	63	84	76	78	90
hop	73	103	138	135	137	177
Tim8	66	82	109	109	136	155
dlg1	224	190	328	296	409	463
CG15196	23	24	43	33	38	62
Gr10b	0	0	0	0	0	0
Gr10a	0	1	0	2	3	2
Or10a	0	1	0	2	3	2
Gs2	1177	1276	1846	1741	2273	2494
Evi5	105	95	166	150	199	205
Sk1	44	35	69	61	121	92
HP5	72	69	107	84	113	115
CG43155	3	0	0	1	1	1
Cyp4g15	79	83	141	125	160	186
Uba5	98	70	123	128	168	194
Spase25	170	157	226	212	265	298
CG33235	14	7	15	15	20	24
Drak	121	145	202	186	236	262
CG1572	117	110	221	183	208	266
PGRP-SA	78	78	110	120	129	163
RpII215	178	162	261	235	319	363
CG11699	69	83	138	138	135	155
Kmn1	10	7	12	9	10	16
Reepl1	14	17	24	19	33	42
CG11696	30	41	53	45	54	73
e(y)2	13	16	19	22	33	36
CG11695	20	18	39	44	52	60
nod	25	20	44	29	57	58
CG1561	197	207	308	263	345	377
rho-4	128	119	213	177	193	233
CG2533	31	40	44	34	61	62
CG2247	74	79	109	93	139	147
CG1703	237	244	361	326	410	525
RPA3	23	20	33	29	39	47
Met	49	51	89	73	94	82
Ptp10D	146	144	215	211	234	303
Vlet	15	16	20	33	36	33
bif	344	399	559	528	664	775
PhKgamma	325	308	539	458	609	683
CG2444	34	39	53	42	65	65
FucT6	149	112	231	186	246	303
Amun	291	365	494	432	600	681
prtp	369	393	578	558	695	764
Tango10	83	67	122	93	144	134
CG15221	27	22	36	23	40	51
inaF-D	94	92	149	130	160	223
inaF-B	109	99	167	154	197	254
inaF-C	17	28	42	47	63	71
inaF-A	19	28	44	46	62	69
m	5	7	2	5	6	7
CG9360	70	44	67	77	97	100
dy	0	0	0	0	0	0
Karl	75	83	121	129	140	180
CkIIbeta	122	145	169	184	233	256
Hsc70-3	1604	1581	2572	2268	2930	3248
CG1578	292	263	406	431	486	537
rudhira	349	322	520	473	665	736
CG15741	0	0	0	0	0	0
Cyp28c1	55	62	93	69	118	122
CG15740	1	0	0	0	1	3
p24-1	166	128	215	191	257	321
CG10347	48	34	59	79	89	103
ATP7	200	204	318	280	385	459
Nrd1	83	78	145	120	155	156
CG1847	45	39	65	37	84	82
BORCS5	33	36	47	52	65	85
CG15739	140	131	208	216	242	309
CG10352	35	35	67	70	89	91
CG10353	136	131	204	192	259	300
SelG	155	142	209	192	273	288
CG1840	18	27	31	37	39	47
sicily	50	35	80	66	63	84
wisp	209	232	337	308	373	449
Upf1	135	143	223	224	271	293
CG43156	0	0	0	1	0	2
pot	218	231	343	325	411	469
Sclp	249	253	366	339	435	492
CG10362	14	13	25	33	31	28
cac	55	49	85	72	99	105
gd	1	4	5	2	8	4
tsg	0	0	0	0	0	0
CG18130	38	28	52	53	60	78
fw	18	22	23	25	37	36
CG1806	25	20	37	27	41	38
CG1492	6	11	17	15	18	24
regucalcin	1035	1134	1789	1692	2079	2249
Chrac-16	6	11	24	13	22	23
Lsm12a	99	91	144	122	187	187
Tango4	63	43	79	94	107	130
Usp7	344	341	564	493	640	650
Cyp311a1	118	88	176	164	213	235
Cyp318a1	12	12	13	18	33	28
Uch-L5R	12	11	33	27	23	39
Muc11A	855	839	1355	1217	1585	1708
CG34323	0	0	1	0	1	1
moon	2	5	13	8	7	14
CG15734	3	6	3	11	7	9
CG11356	0	0	0	0	0	0
CG2750	71	56	73	92	104	130
Ten-a	92	81	117	112	156	151
CG1924	10	7	14	12	14	9
CG32655	54	78	95	87	142	151
CG45603	15	20	22	19	21	19
CG2577	9	16	16	21	20	36
Ir11a	1	0	0	0	0	0
CG32651	23	22	40	30	41	36
CG2574	21	13	44	27	53	46
Pkcdelta	139	158	257	206	277	311
CG15927	1	0	0	1	1	1
CG15731	0	0	0	0	0	0
Rab40	35	50	61	63	90	83
CG42258	174	162	249	244	298	345
Cpr11A	3	3	10	2	5	4
Lsp1alpha	10	11	13	13	15	13
Mks1	0	1	1	2	0	2
CG2556	165	193	283	265	330	399
hwt	25	25	49	45	60	62
Cpr11B	0	2	3	4	4	4
Pits	105	114	161	140	180	233
LIMK1	93	85	138	136	160	155
CG1824	145	194	216	220	292	305
Sec16	255	292	443	405	467	606
CG1463	19	25	25	20	33	39
Fpgs	36	21	51	27	45	49
CG11085	0	2	0	1	2	1
CG15728	8	14	8	15	21	17
Aven	22	9	25	16	23	32
CG2540	26	27	42	33	54	54
Tomosyn	162	175	274	251	339	346
CkIalpha	535	563	887	767	1021	1179
Tis11	230	207	375	283	410	493
Smr	246	262	409	335	487	569
CG15725	2	0	0	1	1	2
CG4004	26	28	34	31	42	41
Paics	1192	1262	2036	1837	2343	2619
CG12717	31	28	33	36	34	45
Agpat1	23	21	29	28	43	41
CG32647	220	208	288	246	306	384
Pde9	63	71	80	79	86	99
Nep6	325	289	493	414	602	638
CG4661	41	17	30	33	34	64
CG32650	14	19	18	27	38	42
Coq8	113	121	203	166	218	265
CG4407	63	64	90	86	129	117
CG4404	133	116	193	162	236	245
mRpL49	37	29	65	59	83	98
Brms1	54	66	94	91	96	120
CG4645	69	68	126	111	158	147
fne	64	67	122	91	111	135
hec	2	1	3	5	1	4
CG32642	25	31	42	39	46	54
Mur11Da	0	4	3	0	0	4
CG15721	19	20	36	24	34	45
CG12716	20	13	23	19	21	29
CG32643	12	14	25	18	31	32
rad	14	16	15	27	21	29
CG15719	6	2	7	4	7	13
CG2209	6	14	12	15	13	18
CG12715	0	0	0	0	0	0
hep	114	114	188	149	209	235
lic	98	104	180	144	213	217
CG2200	55	55	80	90	126	135
CG43313	47	50	80	66	85	103
Fer3HCH	14	8	25	19	22	21
CG42237	36	35	57	51	71	66
CG32638	127	93	167	162	177	229
MFS10	220	230	319	332	417	441
CG15717	220	230	319	332	417	441
CG32645	21	14	31	19	29	41
CG4318	2	2	10	8	6	11
CG4332	75	76	103	114	154	154
Bap60	115	100	184	165	215	250
CG12096	54	52	88	79	87	111
Lgr4	2	5	8	5	11	4
CG32640	3	2	4	4	6	7
CG32641	0	0	0	1	0	0
CG12723	0	0	0	0	0	0
Coq5	44	40	76	62	79	88
sno	109	106	158	126	187	212
CG44437	7	7	6	8	11	13
REG	179	154	268	221	288	303
mew	131	109	191	164	242	288
CG32639	1	4	2	0	3	2
CG15742	17	18	31	31	34	32
comt	118	130	194	171	245	259
HDAC4	134	168	237	232	312	350
CG15743	27	36	53	53	64	77
CG15744	36	36	67	62	95	89
CG1764	16	18	22	29	32	42
CG1622	45	46	71	77	91	113
IP3K2	154	178	233	230	318	350
Jafrac1	508	560	846	760	927	1091
RpS15Aa	1275	1391	2047	1799	2424	2584
CG15747	30	23	56	42	50	55
Syt12	12	12	12	9	8	9
dmrt11E	0	0	0	0	1	0
CG1640	705	771	1186	1075	1346	1594
Rbp1-like	87	79	149	119	173	183
Tim9a	32	24	44	38	45	53
Yippee	33	28	62	73	68	89
CG1662	123	93	143	125	159	210
CG1673	276	301	451	361	520	604
CG12725	2	3	1	4	2	5
GstT4	387	427	607	543	663	819
CG1998	38	48	68	59	91	88
Set2	170	169	243	223	306	364
Neto	8	6	17	17	21	24
CG34324	1693	1691	2654	2305	3095	3381
CG15754	0	0	0	0	0	0
CG44428	0	0	0	0	0	1
CG15756	0	0	0	0	0	0
Cpr12A	0	0	0	0	0	0
CG11816	0	0	0	0	4	0
CG32631	0	0	0	0	0	0
CG32633	43	60	77	65	106	127
CG46311	72	70	119	102	130	152
Tpst	93	103	153	139	165	193
up	1496	1608	2495	2259	2833	3322
CG11178	44	42	68	50	73	113
Ndc80	26	15	29	18	24	28
BthD	15	19	27	25	34	27
tth	184	238	303	303	376	402
Tango2	52	42	71	68	85	89
CG2691	170	151	268	241	309	347
NFAT	77	60	95	98	127	148
DNAlig4	42	33	49	46	61	61
CG11164	11	12	20	13	32	27
CG15760	23	19	29	20	31	52
CG11162	1	2	9	4	5	8
CG12177	67	73	106	85	138	152
CG11158	42	42	49	56	65	80
Nadsyn	94	111	132	164	166	200
Nna1	165	180	275	253	330	363
CG9941	99	118	183	157	212	205
mus101	17	27	35	27	47	55
g	93	105	160	127	192	233
Grip91	58	61	86	71	108	108
CG11134	53	60	109	82	117	127
CG11151	323	369	508	465	580	679
Pdcd4	256	262	409	359	509	538
CG32625	3	2	2	2	11	5
Rtc1	23	29	37	22	37	49
Yp3	4554	4849	7098	6673	8501	9454
rdgB	170	186	275	224	322	357
CtsB1	1123	1196	1808	1639	2188	2281
CG11103	14	20	28	13	35	35
inaE	60	62	105	95	126	137
CG10993	1	4	1	4	7	7
CG10996	6	11	12	14	20	13
CG11095	24	21	35	21	43	45
Clic	228	218	334	293	363	466
Nup93-1	97	91	133	127	151	194
jub	55	50	88	79	90	131
AMPdeam	453	430	708	675	742	898
mamo	135	140	225	207	245	307
CG11068	31	53	50	55	76	86
ben	263	277	364	355	430	500
Ste12DOR	0	0	0	0	0	0
Ste:CG33247	0	0	0	0	0	0
Ste:CG33246	0	0	0	0	0	0
Ste:CG33245	0	0	0	0	0	0
Ste:CG33244	0	0	0	0	0	0
Ste:CG33243	0	0	0	0	0	0
Ste:CG33242	0	0	0	0	0	0
Ste:CG33241	0	0	0	0	0	0
Ste:CG33240	0	0	0	0	0	0
Ste:CG33239	0	0	0	0	0	0
Ste:CG33238	0	0	0	0	0	0
Ste:CG33237	0	0	0	0	0	0
Ste:CG33236	0	1	0	1	0	0
CG12479	2	5	4	5	9	13
CG12480	0	0	0	0	1	0
betaNACtes1	3	2	4	3	5	7
CG1368	27	44	63	45	65	82
CG11581	0	0	0	0	0	0
CG11584	0	0	0	0	0	0
CG32603	0	1	3	1	0	1
CG12481	0	0	0	0	0	0
CG11585	0	0	1	0	0	0
CG13403	7	5	10	9	8	11
yl	729	660	1099	971	1267	1418
CG11590	36	36	34	47	57	68
l(1)G0007	120	115	207	185	253	225
l(1)G0469	75	77	109	109	147	165
CG11674	66	53	110	84	117	118
mRpL38	70	67	106	119	129	135
CG42271	88	87	135	130	163	211
Fbxl4	62	55	111	87	120	147
CG1434	20	22	28	39	50	48
mRNA-cap	102	112	192	160	213	227
CG32599	7	8	7	11	10	13
mud	161	162	235	192	277	308
CG46317	693	720	1072	1028	1299	1384
CG1461	725	754	1110	1079	1366	1448
CG13404	6	7	14	6	9	15
na	41	37	53	58	56	89
Muc12Ea	8	7	7	4	11	13
CG9400	16	17	28	23	27	30
betaNACtes2	9	3	10	5	3	6
betaNACtes6	2	0	6	2	3	3
dpr8	13	18	24	22	29	35
betaNACtes3	4	3	4	4	8	7
betaNACtes4	5	6	12	7	8	8
CG9411	4	2	2	2	2	4
CG12540	0	0	0	0	0	0
CG14414	11	18	14	20	21	31
mRpS25	39	40	63	61	72	91
nmdyn-D6	4	6	7	4	10	8
sbm	114	112	169	158	233	225
NetA	27	26	41	36	38	49
CG5321	80	65	123	112	139	154
NetB	19	18	39	39	38	51
CG43088	2	2	4	3	8	2
hog	3	4	2	4	6	5
CG15890	17	21	36	42	35	46
CG5334	2	1	4	5	2	9
CG5347	12	9	7	9	18	11
Ag5r2	53	69	112	94	118	150
Ag5r	487	541	798	729	955	1062
rut	78	88	124	129	172	196
CG14408	76	64	101	97	129	133
CG14411	149	145	213	197	265	263
CG14410	0	1	1	0	0	0
CG14407	89	102	159	128	171	185
CG32590	12	8	20	13	13	23
Flo2	79	91	136	132	179	200
CG12539	0	0	0	1	0	0
CG9522	0	1	0	1	1	1
CG9521	2	5	4	4	1	12
CG9519	48	51	83	72	83	109
CG46399	8	6	10	4	12	10
CG9518	3	2	0	0	4	1
CG45065	0	0	1	2	2	3
CG45064	0	0	1	2	2	3
CG9514	7	12	22	15	19	23
CG9512	1042	1047	1637	1495	2003	2231
fiz	246	216	383	337	425	497
CG14406	8	3	9	4	9	6
CG12398	13	10	18	20	23	19
Eo	4	7	7	8	13	11
CG9503	2	1	2	1	0	7
CG32591	82	84	109	101	128	133
pdgy	374	392	605	560	679	815
CG9030	4	12	13	16	17	17
eag	29	29	49	43	57	33
hiw	104	100	168	149	211	224
be	73	78	104	114	129	154
CG5541	231	235	332	345	431	503
ND-B18	216	229	325	318	446	438
opm	40	56	71	71	107	117
dob	49	57	77	88	101	133
Lsd-2	811	858	1276	1116	1539	1719
CG33177	1	0	1	1	2	1
CG33178	48	52	64	63	78	91
CG9065	122	137	160	174	236	241
CG15027	19	15	34	26	44	42
CG5599	70	66	111	98	146	145
Rab3-GEF	52	61	90	76	103	135
CG9072	18	12	22	29	27	37
Cyp4s3	68	52	100	86	128	158
drd	67	65	109	93	120	133
RpL37a	1527	1541	2340	2082	2760	2984
CG9095	18	15	32	19	20	36
CG43737	31	26	36	36	49	56
CG32588	4	2	4	6	4	9
CG5662	12	8	20	12	14	19
CG43075	9	6	13	8	11	10
CG43076	4	3	10	7	13	8
CG9101	18	13	27	23	33	38
PPYR1	8	16	10	15	24	24
CG9106	28	19	25	36	32	28
CG5877	48	48	84	68	83	83
gce	148	134	249	199	250	295
Top1	357	322	528	474	614	692
dah	27	36	59	45	67	62
CG9114	33	22	41	33	57	55
HDAC6	709	713	1125	1052	1384	1500
CG9123	16	15	25	26	39	44
CG12608	45	47	83	74	102	90
CG6227	52	80	127	118	124	130
acj6	3	8	7	15	5	16
Pp1-13C	26	50	66	51	85	98
CG9164	9	5	20	11	15	19
Cngl	65	61	100	94	108	123
Scamp	180	180	286	269	342	419
Ahcy	454	437	717	615	842	913
CG11655	79	109	132	124	153	164
shtd	98	72	108	101	136	153
CG6294	189	170	251	273	394	411
CG6299	189	170	251	273	394	411
CG15642	11	11	5	18	12	19
CG15641	10	8	6	10	17	23
Grip128	52	46	82	60	87	88
Alg14	14	10	18	15	18	30
mh	25	19	16	15	23	29
CG6324	1	6	6	12	11	16
CG6340	103	126	171	152	186	224
Gmap	215	242	358	311	474	468
Ac13E	119	91	129	123	205	208
CG42300	9	2	5	9	9	12
CG7860	20	40	54	51	70	66
CG15643	11	11	16	10	12	24
CG9213	41	25	45	45	58	55
CG42299	4	3	2	2	5	7
cerv	11	12	20	13	23	22
CG7872	110	124	168	178	216	244
CG9215	28	30	52	42	44	50
CG8097	30	27	58	47	58	74
CG9220	62	62	100	83	125	137
Alp11	9	11	18	14	22	24
sog	84	126	156	140	206	225
CG8117	3	0	1	4	2	6
CG8119	1	0	0	0	0	1
CG15646	0	0	4	0	0	1
CG12708	1	2	0	1	2	3
CG15599	16	18	24	21	34	54
CG8128	327	368	552	562	704	780
CG9240	24	25	27	32	43	45
Pis	229	199	332	321	399	409
CG8134	52	52	84	81	108	118
CG9281	433	465	679	607	792	914
CG15601	9	7	12	8	23	14
HUWE1	393	387	589	523	738	822
CG8191	12	14	23	21	27	26
CG12379	4	6	10	14	11	15
MagR	81	99	114	115	178	209
Arp6	53	47	81	75	103	116
CG11679	52	29	69	66	64	77
CG8206	240	236	357	374	472	516
CG8944	58	58	81	56	91	98
CCT6	343	376	561	516	668	754
Mvd	18	26	32	32	42	37
Graf	181	177	245	232	289	320
CG8260	1	3	1	0	1	1
mRpL3	80	76	111	92	116	154
RpIIIC160	47	58	77	67	94	94
CG8952	78	70	103	101	124	173
CG33172	24	23	22	28	28	37
CG43672	11	11	15	11	14	25
CG43673	18	16	24	34	33	40
Efhc1.1	27	20	51	37	52	53
Paf-AHalpha	40	52	68	53	85	90
mRpS30	159	152	258	244	256	362
Rhp	29	28	48	66	70	69
CG8974	176	185	264	257	293	349
CG32581	0	0	0	0	0	0
CG15602	33	37	50	39	51	64
PGRP-LE	59	71	80	91	105	130
sd	114	105	181	168	200	224
CG8509	9	24	10	10	17	22
Chc	897	917	1429	1414	1770	1917
CG8565	113	105	175	158	186	198
ArgRS	79	82	150	130	145	167
CG8578	76	83	121	118	143	152
sun	404	401	663	551	737	834
UBL3	98	91	179	165	185	221
CG15914	12	15	22	19	18	30
CG46440	143	152	282	229	287	343
Myb	143	152	282	229	287	343
AlkB	15	11	16	7	19	22
Gbeta13F	403	424	657	582	730	863
Gapdh2	1984	2102	3132	2890	3652	4211
CG16952	71	78	122	117	187	155
tay	130	190	270	232	302	362
MSBP	607	598	946	844	1074	1195
CG15916	37	33	52	53	66	59
shi	293	290	495	404	546	610
CycD	45	51	79	69	72	87
Lrp4	43	36	66	73	75	99
CG8916	2	4	2	1	5	4
Lcch3	7	6	10	15	24	22
Ranbp16	90	87	123	124	170	187
Stim	250	272	401	381	466	474
CG8924	41	31	49	39	54	85
Rrp47	21	32	48	32	51	77
mmd	48	48	71	79	102	112
Or13a	0	0	0	1	0	0
CG42766	2	3	4	4	1	2
CG9170	46	38	71	54	86	99
Slc25A46a	63	76	103	101	108	132
ND-20	435	454	741	619	839	902
CG46312	519	476	788	699	919	997
eIF5	505	465	764	676	893	970
exd	203	251	329	303	431	463
CG8939	97	82	110	130	161	181
vap	90	90	149	114	172	195
CG12698	17	19	15	27	37	20
Muc14A	10	9	8	8	22	13
CG12395	1	10	14	9	12	18
dpr18	10	19	15	13	23	22
Nipsnap	197	211	321	296	364	448
Tob	109	108	170	135	231	241
CG8958	5	10	15	10	18	22
CG42354	302	330	559	502	599	699
CG42353	302	330	559	502	599	699
disco-r	38	37	64	41	56	95
disco	31	12	29	19	45	40
CG12507	0	0	1	0	0	0
kat80	66	56	104	89	102	139
Mfe2	456	428	768	703	880	926
Prosalpha4	294	285	497	416	525	578
eas	359	365	541	534	639	729
CG32576	15	23	34	26	36	46
UQCR-14	620	634	993	827	1077	1163
caz	126	153	222	196	278	312
CG9911	192	209	309	270	358	385
CG3632	159	129	215	204	246	250
CG3679	25	34	48	35	54	66
Had1	825	812	1241	1211	1453	1642
CG9915	87	96	134	128	148	173
SWIP	30	28	49	34	47	47
Cyp1	1724	1735	2696	2492	3221	3382
CG9917	239	248	424	358	431	481
CG32579	22	24	28	40	57	66
CalpC	25	30	50	57	54	70
CG9919	12	16	29	28	29	35
CG9921	125	136	198	175	232	263
Dsp1	76	113	141	116	181	200
sl	68	52	84	72	114	150
U2af50	144	139	226	174	249	292
PIG-Q	9	9	11	12	18	13
nonA	131	122	227	205	289	274
Fur2	300	316	517	469	586	677
CG9992	45	55	60	87	84	99
CG4239	72	78	118	107	155	143
TH1	67	74	117	102	141	150
mei-41	26	20	33	42	49	53
CG9981	2	8	11	13	9	14
CG4301	118	120	156	157	217	232
Traf-like	39	35	63	44	81	76
AnxB11	136	139	192	190	251	236
hang	159	129	223	178	234	274
CDC50	136	139	234	211	258	302
rngo	155	144	225	203	293	295
eIF2alpha	191	233	347	334	409	411
CG34015	12	15	19	15	24	33
eIF4H1	399	380	530	513	684	787
para	107	99	133	123	167	211
Cnx14D	17	22	26	13	28	32
CG9903	14	25	40	31	60	56
CG9902	23	16	34	24	30	30
Arp2	173	186	298	236	322	318
Pp2B-14D	193	192	260	245	332	362
CanA-14F	222	258	325	310	431	514
CG13014	30	23	41	45	43	56
SMC3	87	81	123	129	158	165
Ubc7	143	166	249	220	291	301
CG9784	77	76	116	103	151	167
Nup153	200	191	320	326	378	456
mbt	106	101	138	137	181	199
CG9782	34	21	62	52	63	93
Rok	198	185	363	297	373	405
CG9777	16	18	33	23	35	35
RpS19a	1663	1679	2463	2325	2897	3262
SNRPG	60	58	75	73	110	132
mthl1	26	34	39	38	61	66
CG42512	175	175	290	302	356	370
CG32573	175	175	290	302	356	370
CG9723	39	48	80	68	80	99
r	137	110	196	177	247	284
CG15865	46	34	68	54	63	82
CG13012	9	12	17	22	19	22
CG13010	15	16	29	34	27	38
sing	0	0	0	0	0	0
Axs	29	38	60	60	77	79
Sep4	66	71	122	112	147	150
CG4678	25	21	39	30	37	48
CG9676	32	41	73	84	91	93
sphe	107	142	190	178	240	272
CG9673	160	185	270	227	336	312
CG4653	81	80	144	131	172	187
CG9672	168	177	273	239	344	366
CG13008	54	48	80	88	99	113
CG34325	66	56	137	113	149	160
CG32572	32	32	56	56	64	78
goe	100	101	145	128	184	207
TwdlX	0	0	0	0	0	0
TwdlY	0	0	1	0	0	0
TwdlZ	0	0	0	0	0	0
CG32568	9	20	27	20	29	38
Twdlalpha	17	11	22	18	18	31
if	169	174	263	263	339	355
mRpL22	73	59	104	96	134	143
CG9609	49	59	76	77	82	105
Sap30	66	70	103	92	161	141
Rrp45	21	29	38	37	51	54
CG4768	73	89	118	91	144	174
CG9132	105	121	182	152	226	217
CG4789	73	85	105	105	157	163
Rai1	23	19	39	31	38	38
CG13005	19	23	27	31	27	29
ppk28	1	3	1	3	3	5
CG4829	60	55	84	76	123	131
CG13004	88	96	122	107	176	202
CG46306	87	96	122	107	175	202
RSG7	19	20	25	28	38	32
CG13003	47	47	88	67	70	86
CG4872	72	71	101	117	133	154
Nprl2	39	39	66	50	77	89
Rcp	12	15	19	25	28	23
DENR	75	78	104	133	142	148
CG4880	34	42	47	53	56	66
CG13002	0	0	0	1	0	0
CG33252	9	5	13	10	13	17
CG4928	463	497	772	695	928	1009
wus	18	23	38	30	35	42
CG13001	10	16	15	14	23	31
RhoGAP15B	137	131	244	199	261	305
CG13000	0	0	0	0	0	0
Ubr1	280	251	451	373	500	608
CG45002	45	26	36	43	54	66
CG43996	4	5	4	3	6	13
CG43997	4	3	8	7	6	10
CG43077	27	21	25	33	42	44
wcy	131	179	233	217	294	349
CG4949	25	21	35	29	38	50
CG8945	0	0	2	1	1	2
CG4955	57	35	84	76	92	76
CG16700	61	55	74	84	118	122
CG4991	130	142	229	189	236	315
Arpc3B	27	22	23	26	29	38
CG5004	87	96	162	121	163	223
mei-218	63	60	110	112	139	162
mei-217	69	63	116	118	144	165
RpS5a	1594	1599	2532	2426	3083	3320
Chchd2	483	466	797	623	922	942
xmas	97	92	124	127	162	195
baz	143	129	199	198	287	258
TTLL1A	9	10	14	9	18	9
CG5070	0	1	1	0	0	0
CG32564	8	2	11	7	14	17
CG32563	0	0	0	0	0	0
CG12995	0	2	2	5	10	7
CG18258	123	102	188	169	194	216
CG5162	985	1018	1562	1463	1881	2043
CG12998	323	313	463	454	554	642
CG5172	48	48	92	71	74	106
CG34327	13	19	31	39	44	54
CG10598	0	0	0	0	0	0
CG10597	0	0	0	0	0	0
CG8915	41	19	57	61	67	74
CG42854	3	4	9	8	3	5
CG8675	23	44	63	58	81	81
f	1	0	3	2	10	3
CG8664	0	2	3	0	2	0
CG5445	87	91	166	135	182	228
CG8661	38	37	54	61	59	75
Fim	354	404	593	555	654	805
B-H2	3	10	11	10	14	20
B-H1	5	7	8	6	4	10
CG8611	23	25	39	33	53	65
CG12994	3	3	6	2	5	8
CG46464	3	3	6	2	5	8
CG5613	41	39	65	65	86	90
p-cup	10	15	21	17	30	34
CG8568	2	3	2	2	4	7
CG43658	141	143	232	214	254	317
ppk23	1	2	2	4	5	12
Ankle2	122	141	191	170	244	287
CG12991	93	107	139	139	176	192
CG12992	32	38	62	44	57	67
X11L	117	136	195	173	238	262
stas	73	72	100	90	118	155
CG8326	25	28	39	27	52	53
corolla	16	18	31	32	36	37
ND-24	374	416	672	601	755	887
CG8289	64	60	112	80	124	149
CG5800	55	43	61	66	89	99
RhoGAPp190	231	266	387	371	457	514
IntS2	75	57	101	104	131	151
beta-Spec	890	915	1378	1237	1668	1776
CG12990	221	255	340	295	415	420
chas	108	93	150	131	191	204
CG8188	118	97	168	155	204	234
par-6	124	138	191	174	209	221
CG8173	29	35	35	39	58	53
raskol	105	108	176	148	191	257
unc-4	7	12	12	12	14	12
OdsH	2	6	2	1	5	3
CG12986	0	0	0	0	0	0
Socs16D	150	165	217	235	297	321
CG6398	95	119	168	179	205	258
e(y)1	26	39	65	40	63	50
CG8142	20	15	33	44	43	48
Ucp4A	102	121	189	148	196	279
CG15814	102	114	154	158	187	222
Spt7	9	10	18	25	28	22
CG32554	3	2	14	6	6	21
Mco4	34	28	55	55	74	71
CG6762	28	31	62	53	71	65
Arp8	39	27	58	37	71	65
CG6769	91	101	162	116	139	168
mnb	127	143	219	200	253	287
CG12985	4	4	2	3	4	5
CG6788	0	0	0	0	0	0
Gss1	0	0	0	0	0	0
Gss2	0	0	0	0	0	0
CG7772	57	48	86	69	94	114
Vps4	240	232	352	338	453	464
CG6847	33	30	57	60	76	60
Sh	50	50	72	57	81	106
CG12672	2	2	1	4	2	3
CG6867	16	12	33	25	47	35
CG15373	0	0	1	3	1	5
Dhc16F	20	27	54	43	55	65
CG7536	109	109	147	144	152	203
Ada3	47	34	78	59	78	87
CG7206	62	50	89	83	111	116
scu	305	332	530	474	660	723
RhoGAP16F	37	39	81	76	111	91
Mvb12	70	69	118	103	146	132
Taf8	14	33	30	30	41	45
CG7135	17	17	23	18	23	31
wupA	813	813	1280	1103	1532	1764
CG43133	1	4	5	3	6	5
ari-1	145	193	277	243	295	351
CG43229	0	1	1	1	0	0
Frq1	28	30	64	57	99	93
Frq2	47	71	103	85	95	124
Andorra	1	7	6	12	6	12
Hesr	0	0	1	0	0	0
Him	1	0	0	1	4	1
CG33639	5	6	11	8	8	5
upd2	0	0	0	2	2	2
CG15059	12	6	10	6	16	14
upd3	7	5	11	2	4	6
upd1	1	2	1	7	2	8
CG6023	13	8	14	10	23	15
CG6123	6	7	15	20	15	24
CG6106	6	7	5	14	11	20
CrebB	151	132	242	225	277	333
por	22	17	26	29	39	38
CG6179	21	20	24	27	41	39
betaCOP	380	363	535	514	678	738
Tsf1	3240	3296	5020	4586	5942	6538
CG32549	427	450	675	639	795	823
CG34328	0	4	3	3	4	4
CG15056	3	5	2	6	10	11
CG42323	7	6	11	4	13	23
CG32548	66	64	91	81	141	144
CG6290	18	12	28	18	20	38
CG32551	7	8	12	16	12	22
CG43841	1	10	10	4	10	8
CG32547	6	9	14	2	10	13
CG43843	4	4	6	2	8	5
Hayan	51	57	82	77	100	108
psh	65	82	137	90	144	163
CG15046	12	17	25	33	34	31
CG15044	27	28	41	51	45	57
CG15043	229	256	397	318	456	522
Pgant7	80	93	128	121	141	194
Xrcc2	2	0	3	0	1	2
Wnt5	24	14	25	14	33	33
Ggt-1	363	384	550	517	739	754
CG6470	42	46	60	66	85	92
HisRS	160	159	222	207	290	336
CG6481	47	50	72	60	68	87
CG15042	0	1	3	1	0	4
CG15047	6	9	6	8	12	16
Bx	28	33	43	40	56	67
CG15040	27	20	27	26	30	50
wgn	85	74	127	111	142	153
Rip11	240	225	352	364	463	492
Nup35	19	20	42	22	47	44
CG6617	89	82	133	108	177	184
Ing3	44	32	50	66	81	84
CG6659	121	135	186	211	262	289
fu	26	34	49	42	47	58
CG6696	0	0	3	0	1	3
phm	4	5	7	14	9	16
Cyp18a1	33	37	60	55	75	82
CCKLR-17D1	2	1	1	1	2	4
